*
*
*postInstalledGenerationCapacityPerUnit (B1420) Data
*
*Document Type,Business Type,Process Type,Time Series ID,Power System Resource  Type,Year,BM Unit ID,Registered Resource EIC Code,Voltage limit,Nominal,NGC BM Unit ID,Registered Resource Name,Active Flag,Document ID,Implementation Date
Configuration document,Transmission asset,Creation,NGET-EMFIP-CONF-TS-00002084,"Transformer",2013,NA,48T000000000105P,,,GWYNT Y MOR GT7,GWYNT Y MOR GT7,Y,NGET-EMFIP-CONF-000000139,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002084,"Nuclear",2013,NA,48WSTN0000HEYM2N,400.0,1230.0,HEYM2,HEYM2,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002084,"Nuclear",2013,T_HEYM27,48W000000HEYM27Y,,615.0,HEYM27,HEYM27,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002084,"Nuclear",2013,T_HEYM28,48W000000HEYM28W,,615.0,HEYM28,HEYM28,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Transmission asset,Creation,NGET-EMFIP-CONF-TS-00002083,"Transformer",2013,NA,48T000000000104R,,,GWYNT Y MOR GT5,GWYNT Y MOR GT5,Y,NGET-EMFIP-CONF-000000139,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002083,"Nuclear",2013,NA,48WSTN0000HEYM1P,400.0,1155.0,HEYM1,HEYM1,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002083,"Nuclear",2013,T_HEYM11,48W000000HEYM11C,,580.0,HEYM11,HEYM11,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002083,"Nuclear",2013,T_HEYM12,48W000000HEYM12A,,575.0,HEYM12,HEYM12,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Transmission asset,Creation,NGET-EMFIP-CONF-TS-00002082,"Transformer",2013,NA,48T000000000103T,,,GWYNT Y MOR SGT 2,GWYNT Y MOR SGT 2,Y,NGET-EMFIP-CONF-000000139,2013-01-01
Configuration document,Transmission asset,Creation,NGET-EMFIP-CONF-TS-00002081,"Transformer",2013,NA,48T000000000102V,,,GWYNT Y MOR SGT 1,GWYNT Y MOR SGT 1,Y,NGET-EMFIP-CONF-000000139,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002081,"Wind Offshore",2013,T_GYMRW-1,48W00000GYMRW-1E,,295.0,GYMRW-1,GYMRW-1,Y,NGET-EMFIP-CONF-00000126,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002081,"Wind Offshore",2013,T_GYMRW-2,48W00000GYMRW-2C,,295.0,GYMRW-2,GYMRW-2,Y,NGET-EMFIP-CONF-00000126,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002081,"Wind Offshore",2013,T_GYMR-15,48W0000GYMRO-15O,,148.0,GYMRO-15,GYMR0-15,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002081,"Wind Offshore",2013,T_GYMR-17,48W0000GYMRO-17K,,148.0,GYMRO-17,GYMR0-17,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002081,"Wind Offshore",2013,T_GYMR-26,48W0000GYMRO-26J,,148.0,GYMRO-26,GYMR0-26,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002081,"Wind Offshore",2013,T_GYMR-28,48W0000GYMRO-28F,,148.0,GYMRO-28,GYMR0-28,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Transmission asset,Creation,NGET-EMFIP-CONF-TS-00002080,"AC Link",2013,NA,48T000000000101X,,,DEES-BODE-PENT 2,DEES-BODE-PENT 2,Y,NGET-EMFIP-CONF-000000139,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002080,"Fossil Gas",2013,E_GYAR-1,48W000000GYAR-15,,420.0,GYAR-1,GYAR-1,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002080,"Fossil Gas",2013,NA,48WSTN00000GYARR,400.0,420.0,NA,GYAR,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Transmission asset,Creation,NGET-EMFIP-CONF-TS-00002079,"AC Link",2013,NA,48T000000000100Z,,,DEES-BODE-PENT 1,DEES-BODE-PENT 1,Y,NGET-EMFIP-CONF-000000139,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002078,"Fossil Gas",2013,T_GRMO-1,48W100000GRMO-1N,,144.0,GRMO-1,GRMO-1,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002078,"AC Link",2013,NA,48T000000000099V,,,HUER-STHA,HUER-STHA,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002078,"Fossil Gas",2013,NA,48WSTN00000GRMOP,275.0,144.0,NA,GRMO,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002077,"AC Link",2013,NA,48T000000000098X,,,STHA-KILS,STHA-KILS,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002076,"AC Link",2013,NA,48T000000000097Z,,,HUER-KILS,HUER-KILS,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002075,"AC Link",2013,NA,48T0000000000960,,,DUNG-NINF 2,DUNG-NINF 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002074,"AC Link",2013,NA,48T0000000000952,,,DUNG-NINF 1,DUNG-NINF 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002073,"AC Link",2013,NA,48T0000000000944,,,BOLN-NINF 2,BOLN-NINF 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002072,"AC Link",2013,NA,48T0000000000936,,,BOLN-NINF 1,BOLN-NINF 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002071,"AC Link",2013,NA,48T0000000000928,,,BOLN-LOVE 2,BOLN-LOVE 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002070,"AC Link",2013,NA,48T000000000091A,,,BOLN-LOVE 1,BOLN-LOVE 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002070,"Wind Onshore",2013,E_GLOFW-1,48W00000GLOFW-15,,26.0,GLOFW-1,GLOFW-1,Y,NGET-EMFIP-CONF-00000094,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002070,"Wind Onshore",2013,NA,48WSTN0000GLOFWW,132.0,26.0,GLOFW,GLOFW,Y,NGET-EMFIP-CONF-00000094,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002069,"AC Link",2013,NA,48T000000000090C,,,KEMS-LITT-ROWD 2,KEMS-LITT-ROWD 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002068,"Wind Onshore",2013,E_GFLDW-1,48W00000GFLDW-11,,32.0,GFLDW-1,GFLDW-1,Y,NGET-EMFIP-CONF-00000126,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002068,"Wind Onshore",2013,NA,48WSTN0000GFLDW6,400.0,32.0,GFLDW,GFLDW,Y,NGET-EMFIP-CONF-00000126,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002068,"AC Link",2013,NA,48T000000000089Y,,,KEMS-LITT-ROWD 1,KEMS-LITT-ROWD 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002067,"AC Link",2013,NA,48T100000000088N,,,BARK-TILB-WTHU 2,BARK-TILB-WTHU 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002066,"AC Link",2013,NA,48T0000000000871,,,TILB-WTHU 1,TILB-WTHU 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002065,"AC Link",2013,NA,48T0000000000863,,,LITT-WTHU 2,LITT-WTHU 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002064,"AC Link",2013,NA,48T0000000000855,,,LITT-WTHU 1,LITT-WTHU 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002063,"AC Link",2013,NA,48T0000000000847,,,RAYL-TILB,RAYL-TILB,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002062,"AC Link",2013,NA,48T0000000000839,,,COSO-TILB,COSO-TILB,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002061,"AC Link",2013,NA,48T000000000082B,,,COSO-RAYL,COSO-RAYL,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002060,"AC Link",2013,NA,48T000000000081D,,,BARK-WHAM 2,BARK-WHAM 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002059,"AC Link",2013,NA,48T000000000080F,,,BARK-WHAM 1,BARK-WHAM 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002058,"AC Link",2013,NA,48T0000000000790,,,BARK-WTHU-NFLE 2,BARK-WTHU-NFLE 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002057,"AC Link",2013,NA,48T0000000000782,,,BARK-WTHU-NFLE 1,BARK-WTHU-NFLE 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002056,"AC Link",2013,NA,48T0000000000774,,,NFLE-SING,NFLE-SING,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002055,"Wind Onshore",2013,T_FARR-1,48W00000FAARW-13,,70.0,FAARW-1,FAARW-1,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002055,"Wind Onshore",2013,T_FARR-2,48W00000FAARW-21,,70.0,FAARW-2,FAARW-2,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002055,"AC Link",2013,NA,48T0000000000766,,,KINO-SING,KINO-SING,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002055,"Wind Onshore",2013,NA,48WSTN0000FAARW2,33.0,140.0,NA,FAARW,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002054,"AC Link",2013,NA,48T0000000000758,,,KINO-NFLE,KINO-NFLE,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002053,"AC Link",2013,NA,48T000000000074A,,,KINO-TILB,KINO-TILB,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002052,"AC Link",2013,NA,48T000000000073C,,,GRAI-TILB,GRAI-TILB,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002051,"AC Link",2013,NA,48T000000000072E,,,GRAI-KINO,GRAI-KINO,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002050,"AC Link",2013,NA,48T0000000000693,,,GRAI-KEMS 2,GRAI-KEMS 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002049,"AC Link",2013,NA,48T0000000000685,,,GRAI-KEMS 1,GRAI-KEMS 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002048,"AC Link",2013,NA,48T0000000000677,,,CLEH-KEMS,CLEH-KEMS,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002047,"AC Link",2013,NA,48T0000000000669,,,CANT-CLEH,CANT-CLEH,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002046,"AC Link",2013,NA,48T000000000065B,,,CANT-KEMS,CANT-KEMS,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002046,"Nuclear",2013,T_DNGB21,48W000000DNGB216,,525.0,DNGB21,DNGB21,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002046,"Nuclear",2013,NA,48WSTN00000DNGBQ,400.0,1050.0,DNGB,DNGB,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002046,"Nuclear",2013,T_DNGB22,48W000000DNGB224,,525.0,DNGB22,DNGB22,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002045,"AC Link",2013,NA,48T000000000064D,,,CANT-SELL 2,CANT-SELL 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002045,"Fossil Oil",2013,NA,48WSTN000DIDCGTK,400.0,100.0,NA,DIDCGT,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002045,"Fossil Oil",2013,E_DIDC1G,48W00000DIDC01G1,,25.0,DIDC01G,DIDC01G,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002045,"Fossil Oil",2013,E_DIDC2G,48W00000DIDC02GZ,,25.0,DIDC02G,DIDC02G,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002045,"Fossil Oil",2013,E_DIDC3G,48W00000DIDC03GW,,25.0,DIDC03G,DIDC03G,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002045,"Fossil Oil",2013,E_DIDC4G,48W00000DIDC04GT,,25.0,DIDC04G,DIDC04G,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002044,"AC Link",2013,NA,48T000000000063F,,,CANT-SELL 1,CANT-SELL 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002044,"Fossil Gas",2013,NA,48WSTN0000DIDCBC,400.0,1500.0,NA,DIDCB,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002044,"Fossil Gas",2013,T_DIDCB5,48W000000DIDCB5C,,790.0,DIDCB5,DIDCB5,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002044,"Fossil Gas",2013,T_DIDCB6,48W000000DIDCB6A,,710.0,DIDCB6,DIDCB6,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002043,"AC Link",2013,NA,48T000000000062H,,,SELL SR R778,SELL SR R778,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002042,"AC Link",2013,NA,48T000000000061J,,,DUNG-SELL 2,DUNG-SELL 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002041,"AC Link",2013,NA,48T000000000060L,,,DUNG-SELL 1,DUNG-SELL 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002040,"AC Link",2013,NA,48T000000000055E,,,NA,DUNG-NINF 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002039,"AC Link",2013,NA,48T000000000054G,,,NA,DUNG-NINF 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002038,"AC Link",2013,NA,48T000000000053I,,,NA,BOLN-NINF 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002037,"AC Link",2013,NA,48T000000000052K,,,NA,BOLN-NINF 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002036,"AC Link",2013,NA,48T000000000048B,,,NA,BOLN-LOVE 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002035,"Fossil Oil",2013,NA,48WSTN00000COWEA,400.0,100.0,NA,COWE,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002035,"Fossil Oil",2013,E_COWE1,48W0000000COWE13,,50.0,COWE1,COWE1,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002035,"Fossil Oil",2013,E_COWE2,48W0000000COWE21,,50.0,COWE2,COWE2,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002035,"AC Link",2013,NA,48T000000000047D,,,NA,BOLN-LOVE 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002034,"Fossil Hard coal",2013,T_COTPS-1,48W00000COTPS-1Q,,497.0,COTPS-1,COTPS-1,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002034,"Fossil Hard coal",2013,T_COTPS-2,48W00000COTPS-2O,,500.0,COTPS-2,COTPS-2,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002034,"AC Link",2013,NA,48T000000000046F,,,FLEE-LOVE 2,FLEE-LOVE 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002034,"Fossil Hard coal",2013,T_COTPS-3,48W00000COTPS-3M,,500.0,COTPS-3,COTPS-3,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002034,"Fossil Hard coal",2013,T_COTPS-4,48W00000COTPS-4K,,497.0,COTPS-4,COTPS-4,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002034,"Fossil Hard coal",2013,NA,48WSTN1000COTPSQ,400.0,1994.0,COTPS,COTPS,Y,NGET-EMFIP-CONF-000000122,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002033,"AC Link",2013,NA,48T000000000045H,,,FLEE-LOVE 1,FLEE-LOVE 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002032,"AC Link",2013,NA,48T000000000044J,,,BRLE-FLEE 2,BRLE-FLEE 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002031,"AC Link",2013,NA,48T000000000043L,,,BRLE-FLEE 1,BRLE-FLEE 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002030,Load,2013,T__MYELT001,48W00000RHAMD-1X,,300.0,RHAMD-1,RHAMD-1,Y,NGET-EMFIP-CONF-000000120,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002030,Load,2013,NA,48WSTN0000RHAMDM,,300.0,RHAMD,RHAMD,Y,NGET-EMFIP-CONF-000000120,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002030,"AC Link",2013,NA,48T000000000042N,,,HINP-TAUN 2,HINP-TAUN 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002029,Load,2013,T_RAVED-1,48W00000RAVED-1X,,999.0,RAVED-1,RAVED-1,Y,NGET-EMFIP-CONF-000000120,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002029,Load,2013,NA,48WSTN0000RAVEDY,,999.0,RAVED,RAVED,Y,NGET-EMFIP-CONF-000000120,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002029,"AC Link",2013,NA,48T000000000041P,,,HINP-TAUN 1,HINP-TAUN 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002028,Load,2013,NA,48WSTN0000POTADX,,130.0,POTAD,POTAD,Y,NGET-EMFIP-CONF-000000120,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002028,"AC Link",2013,NA,48T000000000040R,,,BURW-PELH 2,BURW-PELH 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002028,Load,2013,NA,48W00000POTAD-1K,,130.0,POTAD-1,POTAD-1,Y,NGET-EMFIP-CONF-000000120,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002027,"AC Link",2013,NA,48T000000000039C,,,BURW-PELH 1,BURW-PELH 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002026,"AC Link",2013,NA,48T000000000038E,,,BURW-WALP 2,BURW-WALP 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002025,"Wind Onshore",2013,NA,48WSTN0000CAUSWB,132.0,48.0,NA,CAUSW,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002025,"AC Link",2013,NA,48T000000000037G,,,BURW-WALP 1,BURW-WALP 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002025,"Wind Onshore",2013,NA,48W00000CAUSW-1D,,48.0,NA,CAUSW-1,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002024,"AC Link",2013,NA,48T000000000036I,,,NORW-WALP 2,NORW-WALP 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002023,"AC Link",2013,NA,48T000000000035K,,,NORW-WALP 1,NORW-WALP 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002022,"AC Link",2013,NA,48T000000000034M,,,BRFO-BRAI-RAYL,BRFO-BRAI-RAYL,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002021,"AC Link",2013,NA,48T000000000033O,,,BFRO-SIZE 3,BFRO-SIZE 3,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002020,"AC Link",2013,NA,48T000000000032Q,,,BFRO-SIZE 2,BFRO-SIZE 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002020,"Wind Offshore",2013,NA,48WSTN0000RHYFWK,400.0,90.0,NA,RHYFW,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002020,"Wind Offshore",2013,NA,48W00000RHYFW-1X,,90.0,NA,RHYFW-1,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002019,"AC Link",2013,NA,48T000000000031S,,,GALL busbar,GALL busbar,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002019,Load,2013,NA,48WSTN0000LLWSD6,,200.0,LLWSD,LLWSD,Y,NGET-EMFIP-CONF-000000120,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002019,Load,2013,T_LLWSD-1,48W00000LLWSD-12,,200.0,LLWSD-1,LLWSD-1,Y,NGET-EMFIP-CONF-000000120,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002018,"Transformer",2013,NA,48T000000000030U,,,GRGB mod 2 GT2,GRGB mod 2 GT2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002017,"Wind Offshore",2013,NA,48W00000NHOYW-1U,,60.0,NA,NHOYW-1,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002017,"Wind Offshore",2013,NA,48WSTN0000NHOYWR,400.0,60.0,NA,NHOYW,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002017,"AC Link",2013,NA,48T000000000029F,,,GRGB 3,GRGB 3,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002016,"AC Link",2013,NA,48T000000000028H,,,GRGB 2,GRGB 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
