*
*
*postInstalledGenerationCapacityPerUnit (B1420) Data
*
*Document Type,Business Type,Process Type,Time Series ID,Power System Resource  Type,Year,BM Unit ID,Registered Resource EIC Code,Voltage limit,Nominal,NGC BM Unit ID,Registered Resource Name,Active Flag,Document ID,Implementation Date
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052661,Generation,2005,M_SLOY-1,48W000000SLOY-1C,,40.0,SLOY-1,SLOY-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052661,Generation,2005,T_SLOY-2,48W000000SLOY-2A,,40.0,SLOY-2,SLOY-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052661,Generation,2005,T_SLOY-3,48W000000SLOY-38,,40.0,SLOY-3,SLOY-3,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052661,Generation,2005,NA,48WSTN00000SLOY0,132.0,153.0,NA,SLOY,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052654,Generation,2005,T_HADHW-1,48W00000HADHW-1J,,130.0,HADHW-1,HADHW-1,Y,NGET-EMFIP-CONF-00000849,2005-10-08
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052654,Generation,2005,NA,48WSTN0000HADHW8,132.0,130.0,NA,HADHW,Y,NGET-EMFIP-CONF-00000849,2005-10-08
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052651,Generation,2005,NA,48W000000LOCH-1N,,23.0,NA,LOCH-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052651,Generation,2005,NA,48W000000LUBR-1Q,,4.0,NA,LUBR-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052651,Generation,2005,NA,48W000000CASH-1G,,11.0,NA,CASH-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052651,Generation,2005,NA,48W000000LOCH-2L,,23.0,NA,LOCH-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052651,Generation,2005,NA,48WSTN0000CAKILT,0.0,61.0,NA,CAKIL,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052650,Generation,2005,NA,48W100000QUOI-1N,,19.0,NA,QUOI-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052650,Generation,2005,NA,48W000000INGA-1L,,20.0,NA,INGA-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052650,Generation,2005,NA,48WSTN0000CAGARK,0.0,39.0,NA,CAGAR,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052649,Generation,2005,NA,48WSTN00000GRMOP,0.0,0.0,NA,GRMO,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052648,Generation,2005,T_PEHE-2,48W000000PEHE-23,,660.0,PEHE-2,PEHE-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052648,Generation,2005,T_PEHE-1,48W000000PEHE-15,,1503.0,PEHE-1,PEHE-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052648,Generation,2005,NA,48WSTN00000PEHEU,275.0,2163.0,NA,PEHE,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052633,Generation,2005,NA,48WSTN00000INAWE,132.0,25.0,NA,INAW,Y,NGET-EMFIP-CONF-00000849,2005-03-31
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052633,Generation,2005,NA,48W000000INAW-10,,25.0,NA,INAW-1,Y,NGET-EMFIP-CONF-00000849,2005-03-31
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052632,Generation,2005,T_NANT-1,48W000000NANT-1R,,15.0,NANT-1,NANT-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052632,Generation,2005,NA,48WSTN00000NANT8,132.0,15.0,NA,NANT,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052623,Generation,2005,NA,48W000000KIOR-21,,10.0,NA,KIOR-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052623,Generation,2005,NA,48W000000DEAN-1E,,19.0,NA,DEAN-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052623,Generation,2005,NA,48W000000AIGA-1X,,10.0,NA,AIGA-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052623,Generation,2005,NA,48W000000CULL-2O,,18.0,NA,CULL-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052623,Generation,2005,NA,48W000000DEAN-2C,,19.0,NA,DEAN-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052623,Generation,2005,NA,48WSTN0000CABEUM,0.0,98.0,NA,CABEU,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052623,Generation,2005,NA,48W000000CULL-1Q,,2.0,NA,CULL-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052623,Generation,2005,NA,48W000000AIGA-2V,,10.0,NA,AIGA-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052623,Generation,2005,NA,48W000000KIOR-13,,10.0,NA,KIOR-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052622,Generation,2005,NA,48W000000PITL-22,,8.0,NA,PITL-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052622,Generation,2005,NA,48W000000CLUN-3N,,21.0,NA,CLUN-3,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052622,Generation,2005,NA,48W000000PITL-14,,8.0,NA,PITL-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052622,Generation,2005,NA,48W000000CLUN-1R,,21.0,NA,CLUN-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052622,Generation,2005,NA,48W000000CLUN-2P,,21.0,NA,CLUN-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052622,Generation,2005,NA,48WSTN0000CACLUY,0.0,79.0,NA,CACLU,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052621,Generation,2005,NA,48WSTN0000PAUHW3,0.0,70.0,NA,PAUHW,Y,NGET-EMFIP-CONF-00000849,2005-11-17
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052621,Generation,2005,NA,48W00000PAUHW-11,,70.0,NA,PAUHW-1,Y,NGET-EMFIP-CONF-00000849,2005-11-17
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052620,Generation,2005,NA,48WSTN00000SHINJ,132.0,24.0,NA,SHIN,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052620,Generation,2005,NA,48W100000SHIN-1N,,12.0,NA,SHIN-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052620,Generation,2005,NA,48W000000SHIN-2Y,,12.0,NA,SHIN-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052618,Generation,2005,NA,48W000000RANN-1N,,17.0,NA,RANN-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052618,Generation,2005,NA,48W000000RANN-2L,,17.0,NA,RANN-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052618,Generation,2005,NA,48W000000RANN-3J,,17.0,NA,RANN-3,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052618,Generation,2005,NA,48WSTN00000RANN0,132.0,51.0,NA,RANN,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052604,Generation,2005,T_FINL-1,48W000000FINL-1U,,17.0,FINL-1,FINL-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052604,Generation,2005,NA,48WSTN00000FINLW,132.0,17.0,NA,FINL,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052603,Generation,2005,NA,48W000000CASS-19,,3.0,NA,CASS-1,Y,NGET-EMFIP-CONF-00000849,2005-03-31
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052603,Generation,2005,NA,48W000000CASS-27,,8.0,NA,CASS-2,Y,NGET-EMFIP-CONF-00000849,2005-03-31
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052603,Generation,2005,NA,48WSTN00000CASSD,132.0,11.0,NA,CASS,Y,NGET-EMFIP-CONF-00000849,2005-03-31
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052602,Generation,2005,T_HUNB-7,48W000000HUNB-79,,660.0,HUNB-7,HUNB-7,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052602,Generation,2005,T_HUNB-8,48W000000HUNB-87,,660.0,HUNB-8,HUNB-8,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052602,Generation,2005,NA,48WSTN00000HUNBV,400.0,1320.0,NA,HUNB,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052597,Generation,2005,NA,48WSTN0000TANGWA,132.0,13.0,NA,TANGW,Y,NGET-EMFIP-CONF-00000849,2005-03-31
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052597,Generation,2005,NA,48W00000TANGW-1G,,13.0,NA,TANGW-1,Y,NGET-EMFIP-CONF-00000849,2005-03-31
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052587,Generation,2005,NA,48WSTN0000CAMORS,0.0,79.0,NA,CAMOR,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052587,Generation,2005,NA,48W000000LIVI-1Y,,18.0,NA,LIVI-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052587,Generation,2005,NA,48W000000GLEN-15,,20.0,NA,GLEN-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052587,Generation,2005,NA,48W000000GLEN-23,,20.0,NA,GLEN-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052587,Generation,2005,NA,48W000000CEAN-2J,,4.0,NA,CEAN-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052587,Generation,2005,NA,48W000000CEAN-1L,,17.0,NA,CEAN-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052586,Generation,2005,NA,48WSTN00000SFILV,132.0,20.0,NA,SFIL,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052586,Generation,2005,NA,48W000000SFIL-1J,,20.0,NA,SFIL-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052581,Generation,2005,NA,48WSTN00000TUMBB,132.0,40.0,NA,TUMB,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052581,Generation,2005,NA,48W000000TUMB-2E,,20.0,NA,TUMB-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052581,Generation,2005,NA,48W000000TUMB-1G,,20.0,NA,TUMB-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052573,Generation,2005,NA,48W000000SROM-1O,,999.0,NA,SROM-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052573,Generation,2005,NA,48WSTN00000SROM0,132.0,999.0,NA,SROM,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052572,Generation,2005,NA,48W000000LAIG-17,,999.0,NA,LAIG-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052572,Generation,2005,NA,48WSTN00000LAIGM,132.0,999.0,NA,LAIG,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052571,Generation,2005,E_CLAC-1,48W000000CLAC-1N,,44.0,CLAC-1,CLAC-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052571,Generation,2005,NA,48WSTN00000CLACI,132.0,44.0,NA,CLAC,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052563,Generation,2005,NA,48W000000STVE-27,,999.0,NA,STVE-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052563,Generation,2005,NA,48W000000STVE-19,,999.0,NA,STVE-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052563,Generation,2005,NA,48WSTN00000STVEO,0.0,1998.0,NA,STVE,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052562,Generation,2005,T_ERRO-1,48W000000ERRO-1P,,25.0,ERRO-1,ERRO-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052562,Generation,2005,T_ERRO-2,48W000000ERRO-2N,,25.0,ERRO-2,ERRO-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052562,Generation,2005,T_ERRO-3,48W000000ERRO-3L,,25.0,ERRO-3,ERRO-3,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052562,Generation,2005,NA,48WSTN00000ERROK,132.0,75.0,NA,ERRO,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052550,Generation,2005,NA,48W00000SANDW-12,,8.0,NA,SANDW-1,Y,NGET-EMFIP-CONF-00000849,2005-03-31
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052550,Generation,2005,NA,48WSTN0000SANDWP,132.0,8.0,NA,SANDW,Y,NGET-EMFIP-CONF-00000849,2005-03-31
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052549,Generation,2005,NA,48W000000GAUR-1C,,999.0,NA,GAUR-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052549,Generation,2005,NA,48WSTN00000GAURQ,132.0,999.0,NA,GAUR,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052547,Generation,2005,T_TORN-1,48W000000TORN-1G,,685.0,TORN-1,TORN-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052547,Generation,2005,T_TORN-2,48W000000TORN-2E,,685.0,TORN-2,TORN-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052547,Generation,2005,NA,48WSTN00000TORNX,400.0,1370.0,NA,TORN,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052535,Generation,2005,NA,48W000000LOCG-1R,,999.0,NA,LOCG-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052535,Generation,2005,NA,48WSTN00000LOCGL,132.0,999.0,NA,LOCG,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052534,Generation,2005,T_LOAN-2,48W000000LOAN-27,,600.0,LOAN-2,LOAN-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052534,Generation,2005,T_LOAN-4,48W000000LOAN-43,,600.0,LOAN-4,LOAN-4,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052534,Generation,2005,T_LOAN-1,48W000000LOAN-19,,600.0,LOAN-1,LOAN-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052534,Generation,2005,T_LOAN-3,48W000000LOAN-35,,600.0,LOAN-3,LOAN-3,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052534,Generation,2005,NA,48WSTN00000LOAND,275.0,2400.0,NA,LOAN,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052529,Generation,2005,NA,48W000000MOSS-13,,7.0,NA,MOSS-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052529,Generation,2005,NA,48W000000TORA-1V,,8.0,NA,TORA-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052529,Generation,2005,NA,48W000000LUIC-1E,,18.0,NA,LUIC-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052529,Generation,2005,NA,48W000000ORRI-1G,,18.0,NA,ORRI-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052529,Generation,2005,NA,48W000000MOSS-21,,12.0,NA,MOSS-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052529,Generation,2005,NA,48W000000TORA-2T,,8.0,NA,TORA-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052529,Generation,2005,NA,48WSTN0000CACON2,0.0,89.0,NA,CACON,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052529,Generation,2005,NA,48W000000LUIC-2C,,18.0,NA,LUIC-2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052528,Generation,2005,T_FASN-1,48W000000FASN-18,,22.0,FASN-1,FASN-1,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052528,Generation,2005,T_FASN-2,48W0000000FASN25,,23.0,FASN2,FASN2,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052528,Generation,2005,E_FASN-3,48W0000000FASN33,,22.0,FASN3,FASN3,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052528,Generation,2005,E_FASN-4,48W000000FASN-42,,8.0,FASN-4,FASN-4,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Production unit,Creation,NGET-EMFIP-CONF-TS-00052528,Generation,2005,NA,48WSTN00000FASN8,132.0,75.0,NA,FASN,Y,NGET-EMFIP-CONF-00000849,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002195,Load,2005,T_BPGRD-2,48W00000BPGRD-25,,120.0,BPGRD-2,BPGRD-2,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002194,Load,2005,T_SACOD-1,48W00000SACOD-1F,,5.0,SACOD-1,SACOD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002193,Load,2005,T_POOBD-1,48W00000POOBD-18,,10.0,POOBD-1,POOBD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002192,Load,2005,T_PORGD-1,48W00000PORGD-12,,5.0,PORGD-1,PORGD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002191,Load,2005,T_PARHD-1,48W00000PARHD-1L,,5.0,PARHD-1,PARHD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002190,Load,2005,T_INWID-1,48W00000INWID-1P,,10.0,INWID-1,INWID-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002189,Load,2005,T_GOWKD-1,48W00000GOWKD-1O,,10.0,GOWKD-1,GOWKD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002188,Load,2005,T_ELVAD-1,48W00000ELVAD-16,,10.0,ELVAD-1,ELVAD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002187,Load,2005,T_HEYM2-D,48W0000HEYM2D-14,,70.0,HEYM2D-1,HEYM2D-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002186,Load,2005,T_DNGB-D,48W00000DNGBD-1B,,60.0,DNGBD-1,DNGBD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002185,Load,2005,T_HINB-D,48W00000HINBD-19,,60.0,HINBD-1,HINBD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002184,Load,2005,T_DALRD-1,48W00000DALRD-1T,,10.0,DALRD-1,DALRD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002183,Load,2005,T_ECCFD-1,48W00000ECCFD-1A,,10.0,ECCFD-1,ECCFD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002182,Load,2005,T_PEHED-1,48W00000PEHED-1V,,30.0,PEHED-1,PEHED-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
