BM Units Registered with Central Registration Agency 
 
BM Unit ID,BMU Name,Party Name,Party ID,BMU Type,NGC BMU Name,GSP Group Id,GSP Group Name,Trading Unit Name,Prod/Cons Flag,Prod/Cons Status,TLF,GC,DC,CALF,BMCAIC,BMCAEC,Exempt Export Flag,Base TU Flag,FPN Flag,Interconnector Id,Effective From, Manual Credit Qualifying Flag, Credit Qualifying Status
2__AALTI000,"2__AALTI000","GB Energy Supply Limited",ALTITUDE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AANGE000,"2__AANGE000","Angel Energy Limited",ANGEL,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AAXIS000,"2__AAXIS000","Axis Telecom Ltd",AXISTELE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4417,0,0,F,T,F,,01/03/15,,F
2__AAXPO000,"2__AAXPO000","AXPO UK LIMITED",EGLUK,G,"EAS-AXPO1",_A,"Eastern GSP Group","DEFAULT__A",,C,0,35,-2,.4898,-.98,17.143,F,T,F,,21/04/15,,F
2__ABARB000,"2__ABARB000","Barbican Power Limited",BARBICAN,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ABAYS000,"2__ABAYS000","Bayswater Energy Limited",BAYSWATE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ABGAS000,"2__ABGAS000","British Gas Trading Ltd",BRITGAS,G,"EAS-BGS01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-808,.4674,-377.659,0,F,T,T,,01/03/15,,F
2__ABIZZ000,"2__ABIZZ000","British Gas Trading Ltd",BRITGAS,G,"EAS-BIZ01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ABNRG000,"2__ABNRG000","Electricity Plus Supply Ltd",BAENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-65.4764,.5155,-33.753,0,F,T,F,,01/03/15,,F
2__ACALL000,"2__ACALL000","Extra Energy Supply Limited",CALLISTO,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-31.072,.4898,-15.219,0,F,T,F,,01/03/15,,F
2__ACIRC000,"2__ACIRC000","Flow Energy Ltd",CIRCUIT,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,4.92,-2.09,.4895,-1.023,2.408,F,T,F,,01/03/15,,F
2__ACIRC001,"FLOWHH_A1","Flow Energy Ltd",CIRCUIT,S,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,F,F
2__ACNDL000,"2__ACNDL000","NEAS Energy Limited",CNDA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,80,0,.1552,0,12.416,F,T,F,,01/03/15,,F
2__ACNRG000,"2__ACNRG000","Opus Energy (Corporate) Ltd",CHENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-46.12,.6095,-28.11,0,F,T,F,,08/04/15,,F
2__ACOOP000,"2__ACOOP000","I Supply Energy Limited",COOP,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-14.49,.5508,-7.981,0,F,T,F,,01/03/15,,F
2__ACOUL000,"2__ACOUL000","Coulomb Energy Supply Limited",COULOMB,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ACROW000,"2__ACROW000","Reuben Power Supply Limited",CROWELEC,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ADNRG000,"2__ADNRG000","Donnington Energy Limited",DOENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ADUAL000,"2__ADUAL000","Dual Energy Direct Limited",DUALENER,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-7.632,.5119,-3.907,0,F,T,F,,01/03/15,,F
2__AEBES000,"2__AEBES000","BES Commercial Electricity Ltd",EBEA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-11.738,.5149,-6.044,0,F,T,F,,01/03/15,,F
2__AECOA000,"2__AECOA000","British Gas Trading Ltd",BRITGAS,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AECON000,"2__AECON000","Economy Power",ECON1,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AECOT000,"2__AECOT000","The Renewable Energy Co Ltd",RENC,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,3.3,-9.6858,.5378,-5.209,1.775,F,T,F,,23/03/15,,F
2__AEDCO000,"2__AEDCO000","Energy Data Company Limited",ENDC,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AEDIR000,"2__AEDIR000","British Gas Trading Ltd",BRITGAS,G,"EAS-EDR01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,T,,01/03/15,,F
2__AEELC000,"2__AEELC000","E.ON Energy Solutions Limited",PGENERGY,G,"EAS-EAS01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-846,.5409,-457.601,0,F,T,T,,01/03/15,,F
2__AEENG000,"2__AEENG000","E.ON Energy Solutions Limited",PGENERGY,G,"EAS-EST01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,T,,01/03/15,,F
2__AEESL000,"EESL_A","ECONOMY ENERGY SUPPLY LTD",EESL,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AEETL000,"EETL in Eastern","Economy Energy Trading Limited",PAL,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-.553,.4876,-.27,0,F,T,F,,01/03/15,,F
2__AEFLS000,"EFLS_A","Effortless Energy Ltd",EENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AEMEB000,"2__AEMEB000","E.ON Energy Solutions Limited",PGENERGY,G,"EAS-PGE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-470,.5736,-269.592,0,F,T,T,,30/03/15,,F
2__AENDC000,"2__AENDC000","EPG Energy Limited",EPGNRG,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,5.1,-2.7,.2679,-.723,1.366,F,T,F,,01/03/15,,F
2__AENDC001,"2__AENDC001","EPG Energy Limited",EPGNRG,S,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,F,F
2__AENEC000,"2__AENEC000","Eneco Energy Trade",ENECOUK,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-1,.4898,-.49,0,F,T,F,,01/03/15,,F
2__AENRD000,"2__AENRD000","British Gas Trading Ltd",BRITGAS,G,"EAS-ENR01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,32,-448,.3749,-167.955,11.997,F,T,T,,01/03/15,,F
2__AENRG000,"2__AENRG000","Opus Energy Renewables Limited",EVENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,49.9,0,.2606,0,13.004,F,T,F,,01/03/15,,F
2__AENRG001,"ENRG Additional A1","Opus Energy Renewables Limited",EVENERGY,S,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,5.96,0,.4898,0,2.919,F,T,F,,01/03/15,F,F
2__AENRG002,"ENRGA2","Opus Energy Renewables Limited",EVENERGY,S,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,F,F
2__AEPHH000,"2__AEPHH000","Economy Power",ECON1,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AEURO000,"2__AEURO000","Robin Hood Energy Limited",EUROPA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AFNRG000,"2__AFNRG000","Farmoor Energy Limited",FRENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-3.72,.4898,-1.822,0,F,T,F,,01/03/15,,F
2__AFOUR000,"2__AFOUR000","IPM Energy Retail Ltd",FOUR,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AFRST000,"2__AFRST000","First Utility Limited",FRST01,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-98.926,.4873,-48.207,0,F,T,F,,17/04/15,,F
2__AFSEN000,"2__AFSEN000","F & S Energy Ltd",FSE0001,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.0228,0,0,F,T,F,,01/03/15,,F
2__AGANY000,"2__AGANY000","LOCO2 Energy Supply Limited",GANYMEDE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-1.24,.4898,-.607,0,F,T,F,,01/03/15,,F
2__AGETW000,"2__AGETW000","Utilita Energy Limited",UTILITA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-4,.5007,-2.003,0,F,T,F,,01/03/15,,F
2__AGMTR000,"2__AGMTR000","Gazprom M & T Retail Ltd",GMTR,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-32.262,.4901,-15.812,0,F,T,F,,01/03/15,,F
2__AGNRG000,"2__AGNRG000","Garsington Energy Ltd",GRENERGY,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-3,.5245,-1.574,0,F,T,F,,01/03/15,,F
2__AHAVE000,"2__AHAVE000","Haven Power Ltd",HAVEN,G,"EAS-HVN01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,T,,01/03/15,F,F
2__AHOLB000,"2__AHOLB000","Holborn Energy Limited",HOLBORN,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AHPOW000,"2__AHPOW000","Haven Power Ltd",HAVEN,G,"EAS-HPW01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,1,-260.9,.7119,-185.735,.712,F,T,T,,08/04/15,F,F
2__AHUDS000,"2__AHUDS000","Hudson Energy Supply UK Ltd",AMPERE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-26,.5307,-13.798,0,F,T,F,,01/03/15,,F
2__AHYDE000,"SSE SBMU1 - Eastern GSPG","SSE Energy Supply Limited",SSE,G,"EAS-SSE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-120,.6648,-79.776,0,F,T,T,,27/03/15,,F
2__AIMPO000,"2__AIMPO000","SSE Energy Supply Limited",SSE,G,"EAS-ATL01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-2,.4898,-.98,0,F,T,F,,01/03/15,,F
2__AIMPX000,"2__AIMPX000","INEOS Chlor Energy LTD",IMPX,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AINDE000,"INDE EASTERN","Npower Direct Limited",NITTWO01,G,"EAS-INE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-59.0152,.5374,-31.715,0,F,T,T,,01/03/15,,F
2__AIRID000,"2__AIRID000","PFP Energy Supplies Limited",IRIDIUM,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AJERE000,"2__AJERE000","Hudson Energy Supply UK Ltd",AMPERE,G,"AJERE000",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-6,.5016,-3.01,0,F,T,F,,01/03/15,,F
2__AJETS000,"2__AJETS000","Tempus Energy Supply Limited",JETSTREA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AKENS000,"2__AKENS000","Kensington Power Limited",KENSINGT,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ALIGH000,"2__ALIGH000","MVV Environment Services Ltd",LIGHTNIN,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ALOND000,"LE Default BMUid EELC","EDF Energy Customers PLC",LENCO,G,"EAS-LON01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-1054,.6702,-706.391,0,F,T,T,,08/04/15,,F
2__ALORM000,"Lorimer_A","Epower Supply Ltd",LORM,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ALUME000,"2__ALUME000","GNERGY Limited",LUMA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.38,0,0,F,T,F,,01/03/15,,F
2__AMAEL000,"2__AMAEL000","MA Energy Limited",MA200308,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-3,.5897,-1.769,0,F,T,F,,01/03/15,,F
2__AMAET000,"MA Energy Ltd","MA Energy Limited",MA200308,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AMAGN000,"2__AMAGN000","DONG Energy Power Sales UK Ltd",MAGNETIC,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-14.4,.312,-4.493,0,F,T,F,,01/03/15,,F
2__AMANW000,"2__AMANW000","SP Energy Retail Ltd",SPSUP01,G,"EAS-MNW01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-1,.4846,-.485,0,F,T,F,,01/03/15,,F
2__AMARB000,"2__AMARB000","Marble Power Limited",MARBLE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AMIDE000,"NPEC Eastern Area MIDE","Npower Limited",NPOWER01,G,"EAS-MID01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-71.838,.4737,-34.03,0,F,T,T,,01/03/15,,F
2__AMSCG000,"2__AMSCG000","Morgan Stanley",MSCGI,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ANATP000,"NPEC Eastern Area NATP","Npower Limited",NPOWER01,G,"EAS-NPE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-572.6868,.6067,-347.449,0,F,T,T,,01/03/15,,F
2__ANEEB000,"2__ANEEB000","NPower Northern Supply Ltd",NEEB,G,"EAS-NEE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-212.5186,.4708,-100.054,0,F,T,T,,01/03/15,,F
2__ANELC000,"BE Stage 2 Default for GSP _A","British Energy Direct Ltd",BEDL001,G,"EAS-BET01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-2,.4514,-.903,0,F,T,T,,01/03/15,,F
2__ANORW000,"2__ANORW000","E.ON Energy Solutions Limited",PGENERGY,G,"EAS-NWP01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-8,.479,-3.832,0,F,T,T,,01/03/15,,F
2__ANUCE000,"2__ANUCE000","NDA",MAGNOX,G,"EAS-MEC01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AOBER000,"2__AOBER000","Addito Supply Limited",OBERON,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.45,0,0,F,T,F,,01/03/15,,F
2__AOGAS000,"2__AOGAS000","British Gas Trading Ltd",BRITGAS,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-1.652,.4898,-.809,0,F,T,F,,01/03/15,,F
2__AOSMI000,"2__AOSMI000","Osmium Energy Supply Limited",OSMIUM,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AOVOE000,"2__AOVOE000","OVO Electricity Ltd",OVOE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-65.36,.5437,-35.536,0,F,T,F,,15/04/15,,F
2__AOXPO000,"2__AOXPO000","Opus Energy Limited",OXFPOWER,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-51.94,.5413,-28.115,0,F,T,F,,17/04/15,,F
2__APADD000,"2__APADD000","Paddington Power Limited",PADDINGT,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__APALL000,"2__APALL000","Palladium Energy Supply Ltd",PALLAD,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__APGEN000,"2__APGEN000","E.ON UK plc",POWERGEN,G,"EAS-PGU01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-320,.5821,-186.272,0,F,T,T,,08/04/15,,F
2__APURE000,"2__APURE000","Good Energy Limited",PURE,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,1,-5.3,.3215,-1.704,.322,F,T,F,,01/03/15,,F
2__AREGE000,"2__AREGE000","Regent Power Limited",REGENT,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ARENC000,"2__ARENC000","The Renewable Energy Co Ltd",RENC,G,"EAS-RNW01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ARHOD000,"2__ARHOD000","Rhodium Energy Supply Limited",RHODIUM,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ARWED000,"2__ARWED000","GDF SUEZ Marketing Ltd",RWETDL,G,"EAS-GDF01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-100,.7075,-70.75,0,F,T,T,,09/04/15,,F
2__ASEEB000,"2__ASEEB000","EDF Energy Customers PLC",LENCO,G,"EAS-SEE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-16,.5955,-9.528,0,F,T,T,,08/04/15,,F
2__ASIRO000,"2__ASIRO000","Sirocco Energy Supply Limited",SIROCCO,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ASMAL000,"2__ASMAL000","Smartestenergy Limited",SMARTEST,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ASMAR000,"2__ASMAR000","Smartestenergy Limited",SMARTEST,G,"EAS-SEL01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,274,-40,-2.2039,88.156,-603.869,F,T,T,,01/03/15,,F
2__ASOUT000,"SE SBMU1 - Eastern GSPG","SSE Energy Supply Limited",SSE,G,"EAS-STH01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-680,.6373,-433.364,0,F,T,T,,01/03/15,,F
2__ASPOW000,"2__ASPOW000","SP Energy Retail Ltd",SPSUP01,G,"EAS-SPC01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-402.8,.5611,-226.011,0,F,T,T,,01/03/15,,F
2__ASPRK000,"2__ASPRK000","Spark Energy Supply Limited",SPARKNRG,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-8,.4823,-3.858,0,F,T,F,,01/03/15,,F
2__ASTAT000,"STAT A Eastern","Statkraft Markets Gmbh",STATKRA1,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,126,0,.317,0,39.942,F,T,F,,28/04/15,,F
2__ASWAE000,"SWA SBMU1 - Eastern GSPG","SSE Energy Supply Limited",SSE,G,"EAS-SWA01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-2,.5416,-1.083,0,F,T,T,,01/03/15,,F
2__ASWEB000,"SWEB Default BMUid EELC","EDF Energy Customers PLC",LENCO,G,"EAS-SWT01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-4,.4919,-1.968,0,F,T,T,,08/04/15,,F
2__ASYMB000,"2__ASYMB000","Symbio Energy Ltd",SYMBIO18,G,"EAS-SYM01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.1194,0,0,F,T,T,,01/03/15,,F
2__ATEAM000,"2__ATEAM000","Team",TEAM01,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__ATGPL000,"2__ATGPL000","Total Gas & Power Ltd",TFEGP,G,"EAS-TFE01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,8,-90,.5642,-50.778,4.514,F,T,T,,01/03/15,,F
2__ATHRE000,"2__ATHRE000","Corona Energy Retail 5 Ltd",SUPELEC3,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-1,.4898,-.49,0,F,T,F,,01/03/15,,F
2__ATREX000,"2__ATREX000","POWER4ALL Limited",POWER4,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-17.8,.7288,-12.973,0,F,T,F,,01/03/15,,F
2__AVAVU000,"VAVU_A","Vavu Power Limited",VAVU,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AVETS000,"VTS_GSP_A_001","Vattenfall Energy Trading",VTS,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,0,.4898,0,0,F,T,F,,01/03/15,,F
2__AVOLT000,"2__AVOLT000","Co-operative Energy Limited",VOLA,G,"",_A,"Eastern GSP Group","DEFAULT__A",,C,0,10,-26.12,.5063,-13.225,5.063,F,T,F,,01/03/15,,F
2__AYELG000,"_A  Default BM Eastern","NPower Yorkshire Supply Ltd",YE,G,"EAS-YEP01",_A,"Eastern GSP Group","DEFAULT__A",,C,0,0,-3.4856,.5343,-1.862,0,F,T,T,,01/03/15,,F
2__BALTI000,"2__BALTI000","GB Energy Supply Limited",ALTITUDE,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
2__BANGE000,"2__BANGE000","Angel Energy Limited",ANGEL,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
2__BAXIS000,"2__BAXIS000","Axis Telecom Ltd",AXISTELE,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.506,0,0,F,T,F,,01/03/15,,F
2__BAXPO000,"2__BAXPO000","AXPO UK LIMITED",EGLUK,G,"EMD-AXPO1",_B,"East Midlands","DEFAULT__B",,C,0,9.5,0,.5063,0,4.81,F,T,F,,21/04/15,,F
2__BBARB000,"2__BBARB000","Barbican Power Limited",BARBICAN,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
2__BBAYS000,"2__BBAYS000","Bayswater Energy Limited",BAYSWATE,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
2__BBGAS000,"2__BBGAS000","British Gas Trading Ltd",BRITGAS,G,"EMD-BGS01",_B,"East Midlands","DEFAULT__B",,C,0,0,-568,.4826,-274.117,0,F,T,T,,01/03/15,,F
2__BBIZZ000,"2__BBIZZ000","British Gas Trading Ltd",BRITGAS,G,"EMD-BIZ01",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
2__BBNRG000,"2__BBNRG000","Electricity Plus Supply Ltd",BAENERGY,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-48.1882,.5286,-25.472,0,F,T,F,,01/03/15,,F
2__BCALL000,"2__BCALL000","Extra Energy Supply Limited",CALLISTO,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-18.868,.2427,-4.579,0,F,T,F,,01/03/15,,F
2__BCIRC000,"2__BCIRC000","Flow Energy Ltd",CIRCUIT,G,"",_B,"East Midlands","DEFAULT__B",,C,0,7.48,-3.118,.5125,-1.598,3.834,F,T,F,,01/03/15,,F
2__BCIRC001,"FLOWHH_B1","Flow Energy Ltd",CIRCUIT,S,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,F,F
2__BCNDL000,"2__BCNDL000","NEAS Energy Limited",CNDA,G,"",_B,"East Midlands","DEFAULT__B",,C,0,32,0,.5063,0,16.202,F,T,F,,10/04/15,,F
2__BCNRG000,"2__BCNRG000","Opus Energy (Corporate) Ltd",CHENERGY,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-32.7,.5759,-18.832,0,F,T,F,,08/04/15,,F
2__BCOOP000,"2__BCOOP000","I Supply Energy Limited",COOP,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-5.944,.1707,-1.015,0,F,T,F,,01/03/15,,F
2__BCOUL000,"2__BCOUL000","Coulomb Energy Supply Limited",COULOMB,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
2__BCROW000,"2__BCROW000","Reuben Power Supply Limited",CROWELEC,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
2__BDNRG000,"2__BDNRG000","Donnington Energy Limited",DOENERGY,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
2__BDUAL000,"2__BDUAL000","Dual Energy Direct Limited",DUALENER,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-6.618,.5161,-3.416,0,F,T,F,,01/03/15,,F
2__BEBES000,"2__BEBES000","BES Commercial Electricity Ltd",EBEA,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,-8.578,.5082,-4.359,0,F,T,F,,01/03/15,,F
2__BECOA000,"2__BECOA000","British Gas Trading Ltd",BRITGAS,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
2__BECON000,"2__BECON000","Economy Power",ECON1,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
2__BECOT000,"2__BECOT000","The Renewable Energy Co Ltd",RENC,G,"",_B,"East Midlands","DEFAULT__B",,C,0,9.6,-6.5018,.119,-.774,1.142,F,T,F,,23/03/15,,F
2__BEDCO000,"2__BEDCO000","Energy Data Company Limited",ENDC,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
2__BEDIR000,"2__BEDIR000","British Gas Trading Ltd",BRITGAS,G,"EMD-EDR01",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,T,,01/03/15,,F
2__BEELC000,"2__BEELC000","E.ON Energy Solutions Limited",PGENERGY,G,"EMD-EAS01",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.3667,0,0,F,T,T,,01/03/15,,F
2__BEENG000,"2__BEENG000","E.ON Energy Solutions Limited",PGENERGY,G,"EMD-EST01",_B,"East Midlands","DEFAULT__B",,C,0,0,-20,.4992,-9.984,0,F,T,T,,30/03/15,,F
2__BEESL000,"EESL_B","ECONOMY ENERGY SUPPLY LTD",EESL,G,"",_B,"East Midlands","DEFAULT__B",,C,0,0,0,.5063,0,0,F,T,F,,01/03/15,,F
