BM Units Registered with Central Registration Agency 
 
BM Unit ID,BMU Name,Party Name,Party ID,BMU Type,NGC BMU Name,GSP Group Id,GSP Group Name,Trading Unit Name,Prod/Cons Flag,Prod/Cons Status,TLF,GC,DC,CALF,BMCAIC,BMCAEC,Exempt Export Flag,Base TU Flag,FPN Flag,Interconnector Id,Effective From, Manual Credit Qualifying Flag, Credit Qualifying Status
2__DFRST000,"2__DFRST000","First Utility Limited",FRST01,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-32.862,.5126,-16.845,0,F,T,F,,17/04/15,,F
2__DFSEN000,"2__DFSEN000","F & S Energy Ltd",FSE0001,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DGANY000,"2__DGANY000","LOCO2 Energy Supply Limited",GANYMEDE,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,3.2,0,.5112,0,1.636,F,T,F,,01/03/15,,F
2__DGETW000,"2__DGETW000","Utilita Energy Limited",UTILITA,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-18,.494,-8.892,0,F,T,F,,01/03/15,,F
2__DGMTR000,"2__DGMTR000","Gazprom M & T Retail Ltd",GMTR,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,101,-32,.4204,-13.453,42.46,F,T,F,,01/03/15,,F
2__DGNRG000,"2__DGNRG000","Garsington Energy Ltd",GRENERGY,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5566,0,0,F,T,F,,01/03/15,,F
2__DHAVE000,"2__DHAVE000","Haven Power Ltd",HAVEN,G,"MNW-HVN01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,T,,01/03/15,,F
2__DHOLB000,"2__DHOLB000","Holborn Energy Limited",HOLBORN,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DHPOW000,"2__DHPOW000","Haven Power Ltd",HAVEN,G,"MNW-HPW01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,.11,-116.4,.6825,-79.443,.075,F,T,T,,29/04/15,,F
2__DHUDS000,"2__DHUDS000","Hudson Energy Supply UK Ltd",AMPERE,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-10,.6348,-6.348,0,F,T,F,,01/03/15,,F
2__DHYDE000,"SSE SBMU1 - Manweb GSPG","SSE Energy Supply Limited",SSE,G,"MNW-SSE01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-60,.6629,-39.774,0,F,T,T,,13/04/15,,F
2__DIMPO000,"2__DIMPO000","SSE Energy Supply Limited",SSE,G,"MNW-ATL01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-2,.5112,-1.022,0,F,T,F,,01/03/15,,F
2__DIMPX000,"2__DIMPX000","INEOS Chlor Energy LTD",IMPX,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DINDE000,"INDE MANWEB","Npower Direct Limited",NITTWO01,G,"MNW-INE01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-24.58,.5268,-12.949,0,F,T,T,,01/03/15,,F
2__DIRID000,"2__DIRID000","PFP Energy Supplies Limited",IRIDIUM,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DJERE000,"2__DJERE000","Hudson Energy Supply UK Ltd",AMPERE,G,"DJERE000",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5281,0,0,F,T,F,,01/03/15,,F
2__DJETS000,"2__DJETS000","Tempus Energy Supply Limited",JETSTREA,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DKENS000,"2__DKENS000","Kensington Power Limited",KENSINGT,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DLIGH000,"2__DLIGH000","MVV Environment Services Ltd",LIGHTNIN,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DLOND000,"LE Default BMUid MANW","EDF Energy Customers PLC",LENCO,G,"MNW-LON01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-322,.7387,-237.861,0,F,T,T,,08/04/15,,F
2__DLORM000,"Lorimer_D","Epower Supply Ltd",LORM,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DLUME000,"2__DLUME000","GNERGY Limited",LUMA,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DMAEL000,"2__DMAEL000","MA Energy Limited",MA200308,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-1,.6458,-.646,0,F,T,F,,01/03/15,,F
2__DMAET000,"MA Energy Ltd","MA Energy Limited",MA200308,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DMAGN000,"2__DMAGN000","DONG Energy Power Sales UK Ltd",MAGNETIC,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-11.8,.7902,-9.324,0,F,T,F,,01/03/15,,F
2__DMANW000,"2__DMANW000","SP Energy Retail Ltd",SPSUP01,G,"MNW-MNW01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-505.4,.5385,-272.158,0,F,T,T,,01/03/15,,F
2__DMARB000,"2__DMARB000","Marble Power Limited",MARBLE,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DMIDE000,"NPEC MANWEB Area MIDE","Npower Limited",NPOWER01,G,"MNW-MID01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-25.4842,.4667,-11.893,0,F,T,T,,01/03/15,,F
2__DMSCG000,"2__DMSCG000","Morgan Stanley",MSCGI,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DNATP000,"NPEC MANWEB Area NATP","Npower Limited",NPOWER01,G,"MNW-NPE01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,65.368,-339.0906,.4413,-149.641,28.847,F,T,T,,01/03/15,,F
2__DNEEB000,"2__DNEEB000","NPower Northern Supply Ltd",NEEB,G,"MNW-NEE01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-80.245,.4755,-38.156,0,F,T,T,,01/03/15,,F
2__DNELC000,"BE Stage 2 Default for GSP _D","British Energy Direct Ltd",BEDL001,G,"MNW-BET01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-2,.5652,-1.13,0,F,T,T,,01/03/15,,F
2__DNORW000,"2__DNORW000","E.ON Energy Solutions Limited",PGENERGY,G,"MNW-NWP01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-6,.4754,-2.852,0,F,T,T,,01/03/15,,F
2__DNUCE000,"2__DNUCE000","NDA",MAGNOX,G,"MNW-MEC01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DOBER000,"2__DOBER000","Addito Supply Limited",OBERON,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.4667,0,0,F,T,F,,01/03/15,,F
2__DOGAS000,"2__DOGAS000","British Gas Trading Ltd",BRITGAS,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-.58,.5112,-.296,0,F,T,F,,01/03/15,,F
2__DOSMI000,"2__DOSMI000","Osmium Energy Supply Limited",OSMIUM,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DOVOE000,"2__DOVOE000","OVO Electricity Ltd",OVOE,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-16.36,.4851,-7.936,0,F,T,F,,15/04/15,,F
2__DOXPO000,"2__DOXPO000","Opus Energy Limited",OXFPOWER,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-20.06,.4763,-9.555,0,F,T,F,,17/04/15,,F
2__DPADD000,"2__DPADD000","Paddington Power Limited",PADDINGT,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DPALL000,"2__DPALL000","Palladium Energy Supply Ltd",PALLAD,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DPGEN000,"2__DPGEN000","E.ON UK plc",POWERGEN,G,"MNW-PGU01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,174,-240,.6215,-149.16,108.141,F,T,T,,01/03/15,,F
2__DPGEN001,"SANDBACH","E.ON UK plc",POWERGEN,S,"MNW-PGU02",_D,"Merseyside and North Wales","DEFAULT__D",C,C,0,50,-6,.5112,-3.067,25.56,T,T,T,,01/03/15,F,T
2__DPGEN002,"STOKE","E.ON UK plc",POWERGEN,S,"MNW-PGU03",_D,"Merseyside and North Wales","DEFAULT__D",C,C,0,0,0,.5112,0,0,T,T,T,,01/03/15,F,T
2__DPURE000,"2__DPURE000","Good Energy Limited",PURE,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,2.5,-1.4,.0558,-.078,.14,F,T,F,,01/03/15,,F
2__DREGE000,"2__DREGE000","Regent Power Limited",REGENT,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DRENC000,"2__DRENC000","The Renewable Energy Co Ltd",RENC,G,"MNW-RNW01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DRHOD000,"2__DRHOD000","Rhodium Energy Supply Limited",RHODIUM,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DRWED000,"2__DRWED000","GDF SUEZ Marketing Ltd",RWETDL,G,"MNW-GDF01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-42,.5687,-23.885,0,F,T,T,,09/04/15,,F
2__DSEEB000,"2__DSEEB000","EDF Energy Customers PLC",LENCO,G,"MNW-SEE01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-4,.6474,-2.59,0,F,T,T,,08/04/15,,F
2__DSIRO000,"2__DSIRO000","Sirocco Energy Supply Limited",SIROCCO,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DSMAL000,"2__DSMAL000","Smartestenergy Limited",SMARTEST,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DSMAR000,"2__DSMAR000","Smartestenergy Limited",SMARTEST,G,"MNW-SEL01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,128,-74,.5146,-38.08,65.869,F,T,T,,01/03/15,,F
2__DSOUT000,"SE SBMU1 - Manweb GSPG","SSE Energy Supply Limited",SSE,G,"MNW-STH01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-154,.64,-98.56,0,F,T,T,,01/03/15,,F
2__DSPOW000,"2__DSPOW000","SP Energy Retail Ltd",SPSUP01,G,"MNW-SPC01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-151.6,.6205,-94.068,0,F,T,T,,26/03/15,,F
2__DSPRK000,"2__DSPRK000","Spark Energy Supply Limited",SPARKNRG,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-4,.489,-1.956,0,F,T,F,,01/03/15,,F
2__DSTAT000,"STAT D Mersey & North Wales","Statkraft Markets Gmbh",STATKRA1,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,26,0,.239,0,6.214,F,T,F,,01/03/15,,F
2__DSWAE000,"SWA SBMU1 - Manweb GSPG","SSE Energy Supply Limited",SSE,G,"MNW-SWA01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-18,.4892,-8.806,0,F,T,T,,01/03/15,,F
2__DSWEB000,"SWEB Default BMUid MANW","EDF Energy Customers PLC",LENCO,G,"MNW-SWT01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-4,.4647,-1.859,0,F,T,T,,08/04/15,,F
2__DSYMB000,"2__DSYMB000","Symbio Energy Ltd",SYMBIO18,G,"MNW-SYM01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,T,,01/03/15,,F
2__DTEAM000,"2__DTEAM000","Team",TEAM01,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DTGPL000,"2__DTGPL000","Total Gas & Power Ltd",TFEGP,G,"MNW-TFE01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,56,-60,.6199,-37.194,34.714,F,T,T,,01/03/15,,F
2__DTHRE000,"2__DTHRE000","Corona Energy Retail 5 Ltd",SUPELEC3,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DTREX000,"2__DTREX000","POWER4ALL Limited",POWER4,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-13.8,.7303,-10.078,0,F,T,F,,01/03/15,,F
2__DVAVU000,"VAVU_D","Vavu Power Limited",VAVU,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DVETS000,"VTS_GSP_D_004","Vattenfall Energy Trading",VTS,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,0,.5112,0,0,F,T,F,,01/03/15,,F
2__DVOLT000,"2__DVOLT000","Co-operative Energy Limited",VOLA,G,"",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,1.72,-9.68,.4371,-4.231,.752,F,T,F,,01/03/15,,F
2__DYELG000,"_D  Default BM MANWEB","NPower Yorkshire Supply Ltd",YE,G,"MNW-YEP01",_D,"Merseyside and North Wales","DEFAULT__D",,C,0,0,-.255,.4795,-.122,0,F,T,T,,01/03/15,,F
2__EALTI000,"2__EALTI000","GB Energy Supply Limited",ALTITUDE,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EANGE000,"2__EANGE000","Angel Energy Limited",ANGEL,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EAXIS000,"2__EAXIS000","Axis Telecom Ltd",AXISTELE,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5077,0,0,F,T,F,,01/03/15,,F
2__EAXPO000,"2__EAXPO000","AXPO UK LIMITED",EGLUK,G,"MID-AXPO1",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EBARB000,"2__EBARB000","Barbican Power Limited",BARBICAN,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EBAYS000,"2__EBAYS000","Bayswater Energy Limited",BAYSWATE,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EBGAS000,"2__EBGAS000","British Gas Trading Ltd",BRITGAS,G,"MID-BGS01",_E,"Midlands","DEFAULT__E",,C,0,0,-568,.4735,-268.948,0,F,T,T,,01/03/15,,F
2__EBIZZ000,"2__EBIZZ000","British Gas Trading Ltd",BRITGAS,G,"MID-BIZ01",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EBNRG000,"2__EBNRG000","Electricity Plus Supply Ltd",BAENERGY,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-46.9128,.5159,-24.202,0,F,T,F,,01/03/15,,F
2__ECALL000,"2__ECALL000","Extra Energy Supply Limited",CALLISTO,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-26.048,.2596,-6.762,0,F,T,F,,01/03/15,,F
2__ECIRC000,"2__ECIRC000","Flow Energy Ltd",CIRCUIT,G,"",_E,"Midlands","DEFAULT__E",,C,0,6,-2.544,.4805,-1.222,2.883,F,T,F,,01/03/15,,F
2__ECIRC001,"FLOWHH_E1","Flow Energy Ltd",CIRCUIT,S,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,F,F
2__ECNDL000,"2__ECNDL000","NEAS Energy Limited",CNDA,G,"",_E,"Midlands","DEFAULT__E",,C,0,16,0,.5144,0,8.23,F,T,F,,27/04/15,,F
2__ECNRG000,"2__ECNRG000","Opus Energy (Corporate) Ltd",CHENERGY,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-38.16,.5872,-22.408,0,F,T,F,,08/04/15,,F
2__ECOOP000,"2__ECOOP000","I Supply Energy Limited",COOP,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-7.522,.5181,-3.897,0,F,T,F,,01/03/15,,F
2__ECOUL000,"2__ECOUL000","Coulomb Energy Supply Limited",COULOMB,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__ECROW000,"2__ECROW000","Reuben Power Supply Limited",CROWELEC,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EDNRG000,"2__EDNRG000","Donnington Energy Limited",DOENERGY,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EDUAL000,"2__EDUAL000","Dual Energy Direct Limited",DUALENER,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-8.336,.4973,-4.145,0,F,T,F,,01/03/15,,F
2__EEBES000,"2__EEBES000","BES Commercial Electricity Ltd",EBEA,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-8.92,.4693,-4.186,0,F,T,F,,01/03/15,,F
2__EECOA000,"2__EECOA000","British Gas Trading Ltd",BRITGAS,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EECON000,"2__EECON000","Economy Power",ECON1,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EECOT000,"2__EECOT000","The Renewable Energy Co Ltd",RENC,G,"",_E,"Midlands","DEFAULT__E",,C,0,.5,-7.4532,.5677,-4.231,.284,F,T,F,,23/03/15,,F
2__EEDCO000,"2__EEDCO000","Energy Data Company Limited",ENDC,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EEDIR000,"2__EEDIR000","British Gas Trading Ltd",BRITGAS,G,"MID-EDR01",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,T,,01/03/15,,F
2__EEELC000,"2__EEELC000","E.ON Energy Solutions Limited",PGENERGY,G,"MID-EAS01",_E,"Midlands","DEFAULT__E",,C,0,0,0,.45,0,0,F,T,T,,01/03/15,,F
2__EEENG000,"2__EEENG000","E.ON Energy Solutions Limited",PGENERGY,G,"MID-EST01",_E,"Midlands","DEFAULT__E",,C,0,0,-20,.5019,-10.038,0,F,T,T,,30/03/15,,F
2__EEESL000,"EESL_E","ECONOMY ENERGY SUPPLY LTD",EESL,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EEETL000,"EETL in Midlands","Economy Energy Trading Limited",PAL,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-15.263,.4823,-7.361,0,F,T,F,,01/03/15,,F
2__EEFLS000,"EFLS_E","Effortless Energy Ltd",EENERGY,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EEMEB000,"2__EEMEB000","E.ON Energy Solutions Limited",PGENERGY,G,"MID-PGE01",_E,"Midlands","DEFAULT__E",,C,0,0,-340,.5829,-198.186,0,F,T,T,,08/04/15,,F
2__EENDC000,"2__EENDC000","EPG Energy Limited",EPGNRG,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.3632,0,0,F,T,F,,01/03/15,,F
2__EENEC000,"2__EENEC000","Eneco Energy Trade",ENECOUK,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-6,.616,-3.696,0,F,T,F,,01/03/15,,F
2__EENRD000,"2__EENRD000","British Gas Trading Ltd",BRITGAS,G,"MID-ENR01",_E,"Midlands","DEFAULT__E",,C,0,0,-364,.5258,-191.391,0,F,T,T,,01/03/15,,F
2__EENRG000,"2__EENRG000","Opus Energy Renewables Limited",EVENERGY,G,"",_E,"Midlands","DEFAULT__E",,C,0,28.64,0,.5221,0,14.953,F,T,F,,01/03/15,,F
2__EENRG001,"ENRG Additional E1","Opus Energy Renewables Limited",EVENERGY,S,"",_E,"Midlands","DEFAULT__E",,C,0,4,0,.5144,0,2.058,F,T,F,,01/03/15,F,F
2__EENRG002,"ENRGE2","Opus Energy Renewables Limited",EVENERGY,S,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,F,F
2__EEPHH000,"2__EEPHH000","Economy Power",ECON1,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EEURO000,"2__EEURO000","Robin Hood Energy Limited",EUROPA,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EFNRG000,"2__EFNRG000","Farmoor Energy Limited",FRENERGY,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-8.16,.5144,-4.198,0,F,T,F,,01/03/15,,F
2__EFOUR000,"2__EFOUR000","IPM Energy Retail Ltd",FOUR,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EFRST000,"2__EFRST000","First Utility Limited",FRST01,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-64.878,.5254,-34.087,0,F,T,F,,17/04/15,,F
2__EFSEN000,"2__EFSEN000","F & S Energy Ltd",FSE0001,G,"",_E,"Midlands","DEFAULT__E",,C,0,3.1,0,.1356,0,.42,F,T,F,,01/03/15,,F
2__EGANY000,"2__EGANY000","LOCO2 Energy Supply Limited",GANYMEDE,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EGETW000,"2__EGETW000","Utilita Energy Limited",UTILITA,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-7,.4304,-3.013,0,F,T,F,,14/04/15,,F
2__EGMTR000,"2__EGMTR000","Gazprom M & T Retail Ltd",GMTR,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-32.534,.4975,-16.186,0,F,T,F,,01/03/15,,F
2__EGNRG000,"2__EGNRG000","Garsington Energy Ltd",GRENERGY,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-2.62,.5636,-1.477,0,F,T,F,,01/03/15,,F
2__EHAVE000,"2__EHAVE000","Haven Power Ltd",HAVEN,G,"MID-HVN01",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,T,,01/03/15,,F
2__EHOLB000,"2__EHOLB000","Holborn Energy Limited",HOLBORN,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EHPOW000,"2__EHPOW000","Haven Power Ltd",HAVEN,G,"MID-HPW01",_E,"Midlands","DEFAULT__E",,C,0,19.6,-235.1,.6196,-145.668,12.144,F,T,T,,08/04/15,,F
2__EHUDS000,"2__EHUDS000","Hudson Energy Supply UK Ltd",AMPERE,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-16,.504,-8.064,0,F,T,F,,01/03/15,,F
2__EHYDE000,"SSE SBMU1 - Midlands GSPG","SSE Energy Supply Limited",SSE,G,"MID-SSE01",_E,"Midlands","DEFAULT__E",,C,0,0,-70,.6356,-44.492,0,F,T,F,,27/03/15,,F
2__EIMPO000,"2__EIMPO000","SSE Energy Supply Limited",SSE,G,"MID-ATL01",_E,"Midlands","DEFAULT__E",,C,0,0,-2,.5144,-1.029,0,F,T,F,,01/03/15,,F
2__EIMPX000,"2__EIMPX000","INEOS Chlor Energy LTD",IMPX,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EINDE000,"INDE MIDLANDS","Npower Direct Limited",NITTWO01,G,"MID-INE01",_E,"Midlands","DEFAULT__E",,C,0,0,-99.3394,.4876,-48.438,0,F,T,T,,01/03/15,,F
2__EIRID000,"2__EIRID000","PFP Energy Supplies Limited",IRIDIUM,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EJERE000,"2__EJERE000","Hudson Energy Supply UK Ltd",AMPERE,G,"EJERE000",_E,"Midlands","DEFAULT__E",,C,0,0,-6,.5218,-3.131,0,F,T,F,,01/03/15,,F
2__EJETS000,"2__EJETS000","Tempus Energy Supply Limited",JETSTREA,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EKENS000,"2__EKENS000","Kensington Power Limited",KENSINGT,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__ELIGH000,"2__ELIGH000","MVV Environment Services Ltd",LIGHTNIN,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__ELOND000,"LE Default BMUid MIDE","EDF Energy Customers PLC",LENCO,G,"MID-LON01",_E,"Midlands","DEFAULT__E",,C,0,0,-538,.6489,-349.108,0,F,T,T,,08/04/15,,F
2__ELORM000,"Lorimer_E","Epower Supply Ltd",LORM,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-4,.5144,-2.058,0,F,T,F,,01/03/15,,F
2__ELUME000,"2__ELUME000","GNERGY Limited",LUMA,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EMAEL000,"2__EMAEL000","MA Energy Limited",MA200308,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-1,.3476,-.348,0,F,T,F,,01/03/15,,F
2__EMAET000,"MA Energy Ltd","MA Energy Limited",MA200308,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EMAGN000,"2__EMAGN000","DONG Energy Power Sales UK Ltd",MAGNETIC,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,-12,.6897,-8.276,0,F,T,F,,01/03/15,,F
2__EMANW000,"2__EMANW000","SP Energy Retail Ltd",SPSUP01,G,"MID-MNW01",_E,"Midlands","DEFAULT__E",,C,0,0,-2.6,.4867,-1.265,0,F,T,F,,01/03/15,,F
2__EMARB000,"2__EMARB000","Marble Power Limited",MARBLE,G,"",_E,"Midlands","DEFAULT__E",,C,0,0,0,.5144,0,0,F,T,F,,01/03/15,,F
2__EMIDE000,"NPEC Midlands Area MIDE","Npower Limited",NPOWER01,G,"MID-MID01",_E,"Midlands","DEFAULT__E",,C,0,0,-367.4422,.5267,-193.532,0,F,T,T,,01/03/15,,F
